stock,Region1Name,Region2Name,Region3Name,Region4Name,pst_agg,juv_marine,juv_marine_updated
SOOS_CR_H,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SOOS_H,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
S_PRAIRIE_CR,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
TUMWATER FALLS HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
UW_H_SUFA,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
VOIGHTS CR HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
VOIGHTS_H,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
BIG QUALICUM RIVER H,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
BIG_QUALICUM,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
BIG_QUALICUM_R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CHEMAINUS,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CHEMAINUS_RIVER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
COWICHAN,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
COWICHAN RIVER H,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
COWICHAN_R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
COWICHAN_RIVER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
DISCOVERY PASSAGE SEAPENS,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
FANNY BAY/ JNST SEAPEN,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
LITTLE_QUALICUM_RIVER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
L_QUALICUM,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMOSU_BACKX,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMOUPPER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_F,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_RIVER-UPPER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_RIVER_F,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_RIVER_FALL,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_RIVER_S,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_RIVER_SUMMER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_SP,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_SU,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NANAIMO_UNKNOWN,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NATHAN_CR_VI,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
NISQUALLY_R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
OYSTER_RIVER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGE RIVER H,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGESUM,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGE_BACKX,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGE_F,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGE_R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGE_RIVER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGE_RIVER(FALL),ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGE_RIVER(fall),ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGE_RIVER_FALL,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PUNTLEDGE_SU,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
QUALICUM_RIVER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
ROSEWALL CREEK H,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
ROSEWALL_CR,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-BIG QUALICUM R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-CHEMAINUS R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-COWICHAN R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-FIRST LK/GSVI,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-L QUALICUM R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-NANAIMO R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-PUNTLEDGE R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
SNOQUALMIE_R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
SORENSON_CR,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
TRENT_R,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
WOSS_LAKE,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,Central BC
WOSS_Lake,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,Central BC
WOSS_RIVER,ECVI,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,Central BC
AHNUHATI_R,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
ASHLULM,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CAPILANO RIVER H,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CAPILANO_R,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CAPILANO_RIVER,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CHEAKAMUS,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CHEAKAMUS_F,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CHEAKAMUS_RIVER,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CHEAKAMUS_RIVER-TENDERFOOT,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CHEAKAMUS_RIVER_FALL,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CHEAKAMUS_RIVER_SUMMER,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
CHEAKAMUS_SU,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
DEVEREUX_CREEK,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
HEYDON_CR,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
KAKWEIKEN_R,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
KLINAKLINI_RIVER,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
MAMQUAM,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
MAMQUAM_R,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
MAMQUAM_RIVER,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PHILLIPS,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PHILLIPS RIVER H,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PHILLIPS_R,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PHILLIPS_RIVER,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
PORTEAU_COVE,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-ASHLU CR,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-CHEAKAMUS R,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-MAMQUAM R,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-PHILLIPS R,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-PORTEAU CV,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-SALMON R/JNST,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
S-SHOVELNOSE CR,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
SALMON_RIVER_JNST,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
SHOVELNOSE_CR,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
SHOVELNOSE_CREEK,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
SHOVEL_CREEK,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
SOUTHGATE_RIVER,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
SQUAMISH,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
SQUAMISH_RIVER,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
TENDERFOOT CREEK H,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
TENDERFOOT_CR,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
TENDERFOOT_CREEK,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
WAKEMAN_R,SOMN,Lower Strait of Georgia/Lower GS Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
BUTE,SOMN,Upper Strait of Georgia,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
DEVEREUX,SOMN,Upper Strait of Georgia,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
HOMATHKO,SOMN,Upper Strait of Georgia,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
KLINAKLINI,SOMN,Upper Strait of Georgia,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
GOLDSTREAM_R,ECVI,West Coast Hatchery,SOG,SalSea,SOG,SoG Coastal,SoG Coastal
8702GOLD,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
CONUMA,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
GOLD(83-86),WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
GOLD_R,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
GOLD_RIVER,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
NITINAT,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
OMEGA PACIFIC H,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
ROB@GOLD,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
ROBERTSON,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
S-GOLD R,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
THORNTON,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
TOQUART,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
TOQUART_RIVER,WCVI,West Coast Hatchery,WCVI,WCVI,WCVI,WCVI,WCVI
ALBERNI INLET SEAPEN,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
ARTLISH_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
BEDWELL EST SEAPEN,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
BEDWELL_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
BURMAN,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
BURMAN_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
COLONIAL_CREEK,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
CONUMA_R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
CONUMA_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
CYPRE_R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
CYPRE_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
GORDON_R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
GORDON_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
H-CONUMA R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
H-ESQUIMALT HB,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
H-NITINAT RIVER H,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
H-ROBERTSON CR,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
H-SAN JUAN R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
H-SOOKE RIVER H,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
H-TAHSIS INLET SEAPEN,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
H-TAHSIS RIVER H,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
KAOUK_R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
KAOUK_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
KENNEDY,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
KENNEDY_RIVER-LOWER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
KENNEDY_R_UP,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
KOOTOWIS_CR,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
LEINER_R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
LEINER_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
MARBLE@NVI,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
MARBLE_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
MEGIN,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
MEGIN_R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
MEGIN_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
MOYEHA_R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
MOYEHA_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
NAHMINT,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
NAHMINT_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
NITINAT RIVER H,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
NITINAT_R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
NITINAT_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
PORT RENFREW SEAPEN,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
ROBERTSON CREEK H,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
ROBERTSON_CR,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
ROBERTSON_CREEK,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-BEDWELL R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-BURMAN R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-CONUMA R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-DOME CR,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-KITIMAT R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-LEINER R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-MARBLE R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-NAHMINT R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-NITINAT R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-ROBERTSON CR,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-SAN JUAN R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-SARITA R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-SOOKE R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-SUCWOA R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-SUCWOA/TLUPANA R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-TAHSIS R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
S-TLUPANA R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
SAN_JUAN,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
SAN_JUAN_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
SARITA,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
SARITA_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
SOOKE,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
SOOKE_R,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
SOOKE_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
STAMP,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
STAMP_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
STAMP_RIVER-ABOVE_FALLS,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
TAHSIS,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
TAHSISH_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
TAHSIS_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
THORNTON CREEK H,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
THORNTON_CR,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
THORNTON_CREEK,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
TLUPANA,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
TLUPANA_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
TOFINO H,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
TRANQUIL,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
TRANQUIL_CR,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
TRANQUIL_CREEK,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
ZEBALLOS,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
ZEBALLOS_RIVER,WCVI,West Coast Wild,WCVI,WCVI,WCVI,WCVI,WCVI
ANVIK_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
ARCHUELINGIK_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
BEAVER_CREEK,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
BLIND_CREEK,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
CHANDALAR_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
CHANDINDU_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
EARN_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
HOOLE_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
HUNDRED-MILE_CREEK,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
KALZAS_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
KANDIK_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
KLONDIKE_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
MAYO_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
MCNEIL_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
MORLEY_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
NISLING_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
NISUTLIN_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
NORDENSKIOLD_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
PELLY_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
PORCUPINE_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
ROSS_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
SALMON_FORK_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
SHEENJEK_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
STEWART_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
SWIFT_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
TAKHINI_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
TATCHUN_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
TESLIN_LAKE,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
TESLIN_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
TINCUP_CREEK,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
TOZITA_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
WOLF_RIVER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
YUKON_RIVER-LOWER,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon,Yukon
